acronym_,expansion,id,text
MA,migraine with aura,TS-93,hemiplegic migraine is a common cause of acute brain attack in pediatrics mr imaging sequences useful in differentiating hemiplegic migraine from other entities include arterial spinlabeling swi mra and dwi there has been limited exploration on the simultaneous use of these sequences in pediatrics we present pediatric patients with acute hemiplegic migraine or MA who underwent mr imaging within hours of symptom ON quantitative and qualitative analyses were performed on arterial spinlabeling and qualitative analysis on swi and mra sequences all patients had normal dwi and abnormal arterial spinlabeling findings furthermore we observed a more rapid transition from hypoperfusion to rebound hyperperfusion in patients compared with prior reports these findings support the use of multimodal mr imaging to distinguish migraine with aura from stroke and the simultaneous use of these mr imaging sequences to improve understanding of perfusion changes during MA
BN,bayesian network,TS-94,Bayesian Network and Simulation Software for Risk Analysis and Decision Support ) to infer the posterior distribution of each node in BN .
CRF,conditional random field,TS-95,"When using a standard BiLSTM - CRF model , the loss of a dataset ( ) composed of sentences ( ) is calculated as : Where is calculated by the CRF over outputs from the BiLSTM ."
GLC,gasliquid chromatographic,TS-96,thirteen saccharin samples used for carcinogenicity tests in animals in various laboratories were analyzed for their chemical purity although most of the impurities were watersoluble some were mainly soluble in organic solvents these impurities were extracted with chloroformmethanol from a water solution of sodium saccharin samples obtained as acidsaccharin were converted to the sodium form before SE the major impurity in commercial saccharin otoluenesulfonamide was also soluble in this system impurities were separated by GLC of the underivatized concentrated extract eleven L1 well separated peaks were collected from the gas chromatographic column and identified by mass spectroscopy some of the peaks were compared with known standards qualitative and quantitative differences in impurities were observed among different saccharin samples the identified impurities in order of appearance from the GLC column were as follows otoluenesulfonamide ptoluenesufonamide benzisothiazole dioxide benzisothiazoline dioxide diphenylsulfone ditolylsulfone omditolylsulfone opditolylsulfone mpditolylsulfone ppditolylsulfone and tetracosane
CA,contention adaptions,TS-97,AcknowledgmentsVincent Gramoli gave me the idea of looking into immutable data structures in combination with the CA tree .
SVM,support vector machine,TS-98,"For example , the SVM trained on the AlexNet features ( fc - A ) yields an F1-measure of as compared with the F1-measure of achieved by the PCNH framework ."
SM,shared memory,TS-99,"Several blocks may be in process simultaneously on an SM , and blocks may not be split between SMs ."
SBM,sequential monte carlo,TS-100,The model with this likelihood will be called the Bernoulli SBM hereafter .
VM,virtual machine,TS-101,"In one example , no optimization was performed on VM assignment ."
CNN,convolutional neural network,TS-102,"At the most compact configuration of MLconv structure , i.e. MLconv1 , we only observed a small increment of in classification error as compared to CNN baseline ."
